957990	Abba Sabinou Monasterion	506±0
43233	Nome of Arsinoites	-250±24
43237	Nome of Arsinoites	-213±12
43240	Nome of Arsinoites	-150±24
43284	Nome of Arsinoites	-78±0
43155	Nome of Arsinoites	550±49
43123	Nome of Arsinoites	700±99
43104	Nome of Arsinoites	-216+
43857	Nome of Arsinoites	-175±24
43285	Nome of Arsinoites	-98±0
43474	Nome of Arsinoites	-150±49
43124	Nome of Arsinoites	null
43477	Nome of Arsinoites	-50±49
43230	Nome of Arsinoites	550±49
43029	Nome of Arsinoites	-193±0
43049	Nome of Arsinoites	184±0
43323	Nome of Arsinoites	-250±49
43244	Nome of Arsinoites	-213±12
43285	Nome of Arsinoites	-98±0
43338	Nome of Arsinoites	-197±0
43017	Nome of Arsinoites	550±49
43239	Nome of Arsinoites	-213±12
43896	Nome of Arsinoites	-232±0
43242	Nome of Arsinoites	-200±99
43287	Nome of Arsinoites	-100±0
43267	Nome of Arsinoites	-225±24
43415	Nome of Arsinoites	-105±0
43153	Nome of Arsinoites	-200±24
43235	Nome of Arsinoites	-150±24
20664	Nome of Arsinoites	108±0
20921	Nome of Arsinoites	216±0
20972	Nome of Arsinoites	205±0
20919	Nome of Arsinoites	213±0
20917	Nome of Arsinoites	212±0
869384	Nome of Arsinoites	150±24
109113	Nome of Arsinoites	675±24
109114	Nome of Arsinoites	675±24
45139	Nome of Arsinoites	-145±0
45370	Nome of Arsinoites	200±99
45371	Nome of Arsinoites	250±49
45375	Nome of Arsinoites	213±12
45531	Nome of Arsinoites	250±49
45372	Nome of Arsinoites	217+
45377	Nome of Arsinoites	200±24
45351	Nome of Arsinoites	125±24
47170	Nome of Arsinoites	761±0
47171	Nome of Arsinoites	747±0
47273	Nome of Arsinoites	-178±0
47301	Nome of Arsinoites	-237±0
47324	Nome of Arsinoites	-235±0
47326	Nome of Arsinoites	-230±5
47325	Nome of Arsinoites	-235±0
47173	Nome of Arsinoites	759±9
47319	Nome of Arsinoites	-237±0
47272	Nome of Arsinoites	-178±0
47332	Nome of Arsinoites	124±0
47323	Nome of Arsinoites	-235±0
47318	Nome of Arsinoites	-225±0
47327	Nome of Arsinoites	-225±24
47156	Nome of Arsinoites	39±1
47172	Nome of Arsinoites	750±49
47176	Nome of Arsinoites	750±49
47178	Nome of Arsinoites	700±99
47328	Nome of Arsinoites	-225±24
47303	Nome of Arsinoites	-237±0
47314	Nome of Arsinoites	-225±0
47167	Nome of Arsinoites	700±99
47316	Nome of Arsinoites	-225±0
47277	Nome of Arsinoites	215±1
47317	Nome of Arsinoites	-225±0
47322	Nome of Arsinoites	-237±0
47592	Nome of Arsinoites	750±49
47320	Nome of Arsinoites	-237±0
47321	Nome of Arsinoites	-237±0
47308	Nome of Arsinoites	-237±0
47177	Nome of Arsinoites	750±49
14778	Nome of Arsinoites	154±0
14976	Nome of Arsinoites	648±0
14424	Nome of Arsinoites	-6±0
14116	Nome of Arsinoites	188±4
14404	Nome of Arsinoites	149±11
14806	Nome of Arsinoites	-4±0
14505	Nome of Arsinoites	148±0
14716	Nome of Arsinoites	-19±0
14381	Nome of Arsinoites	195±0
14285	Nome of Arsinoites	511±0
14024	Nome of Arsinoites	221±0
14961	Nome of Arsinoites	680±10
14019	Nome of Arsinoites	51±0
14507	Nome of Arsinoites	213+
14691	Nome of Arsinoites	144±0
14288	Nome of Arsinoites	219±0
14396	Nome of Arsinoites	328±0
14997	Nome of Arsinoites	637±7
14721	Nome of Arsinoites	173±4
14998	Nome of Arsinoites	751±0
14251	Nome of Arsinoites	398±13
14499	Nome of Arsinoites	173±0
14973	Nome of Arsinoites	637±7
14758	Nome of Arsinoites	111±0
14708	Nome of Arsinoites	187±0
14021	Nome of Arsinoites	44±0
14995	Nome of Arsinoites	744±0
14327	Nome of Arsinoites	155±0
14347	Nome of Arsinoites	119+
14027	Nome of Arsinoites	153±0
14726	Nome of Arsinoites	767±8
14519	Nome of Arsinoites	195±0
14616	Nome of Arsinoites	168±0
14020	Nome of Arsinoites	248±0
14689	Nome of Arsinoites	165±4
14780	Nome of Arsinoites	591±0
14783	Nome of Arsinoites	637±7
14423	Nome of Arsinoites	79±0
14978	Nome of Arsinoites	637±7
14712	Nome of Arsinoites	-4±0
14988	Nome of Arsinoites	610±0
14264	Nome of Arsinoites	273±9
14512	Nome of Arsinoites	208±0
14392	Nome of Arsinoites	196±0
14048	Nome of Arsinoites	105±2
14959	Nome of Arsinoites	680±10
14991	Nome of Arsinoites	613±0
14397	Nome of Arsinoites	254±0
14692	Nome of Arsinoites	144±0
14016	Nome of Arsinoites	161+
14967	Nome of Arsinoites	668±0
14008	Nome of Arsinoites	170±0
14432	Nome of Arsinoites	173±4
14306	Nome of Arsinoites	176±0
14968	Nome of Arsinoites	667±0
14774	Nome of Arsinoites	154±0
14380	Nome of Arsinoites	162±0
14960	Nome of Arsinoites	680±10
14560	Nome of Arsinoites	608±0
14346	Nome of Arsinoites	128±9
14474	Nome of Arsinoites	104+
14919	Nome of Arsinoites	244±0
14448	Nome of Arsinoites	198±0
14350	Nome of Arsinoites	188+
14784	Nome of Arsinoites	250+
14916	Nome of Arsinoites	262±0
14803	Nome of Arsinoites	486+
14335	Nome of Arsinoites	170±0
14119	Nome of Arsinoites	300±0
14965	Nome of Arsinoites	680±10
14481	Nome of Arsinoites	65±0
14696	Nome of Arsinoites	144±0
14969	Nome of Arsinoites	752±0
14033	Nome of Arsinoites	225±0
14990	Nome of Arsinoites	602±0
14568	Nome of Arsinoites	309±0
14441	Nome of Arsinoites	326±0
14984	Nome of Arsinoites	61±7
14684	Nome of Arsinoites	116±0
14690	Nome of Arsinoites	144±0
14303	Nome of Arsinoites	151±0
14723	Nome of Arsinoites	139±0
14483	Nome of Arsinoites	296±0
14985	Nome of Arsinoites	117+
14966	Nome of Arsinoites	680±10
14989	Nome of Arsinoites	633±0
14428	Nome of Arsinoites	-4-
14487	Nome of Arsinoites	182±0
14394	Nome of Arsinoites	55±0
14805	Nome of Arsinoites	32+
14558	Nome of Arsinoites	635±6
14290	Nome of Arsinoites	90±6
14650	Nome of Arsinoites	140+
14395	Nome of Arsinoites	-9±0
14773	Nome of Arsinoites	154±0
14760	Nome of Arsinoites	690±0
14554	Nome of Arsinoites	191±0
14782	Nome of Arsinoites	637±7
14618	Nome of Arsinoites	168+
14524	Nome of Arsinoites	165±4
14018	Nome of Arsinoites	57±0
14129	Nome of Arsinoites	205±5
14368	Nome of Arsinoites	57±0
14897	Nome of Arsinoites	154±0
14693	Nome of Arsinoites	144±0
14669	Nome of Arsinoites	170±0
14974	Nome of Arsinoites	637±7
14121	Nome of Arsinoites	314±0
14117	Nome of Arsinoites	5±0
14286	Nome of Arsinoites	206±0
14713	Nome of Arsinoites	-4±0
14993	Nome of Arsinoites	744±0
14694	Nome of Arsinoites	144±0
14115	Nome of Arsinoites	309+
14963	Nome of Arsinoites	688±0
14761	Nome of Arsinoites	141±0
14777	Nome of Arsinoites	154±0
14776	Nome of Arsinoites	154±0
14687	Nome of Arsinoites	85±3
14987	Nome of Arsinoites	635±0
14962	Nome of Arsinoites	680±10
14979	Nome of Arsinoites	662±0
14118	Nome of Arsinoites	223±0
14918	Nome of Arsinoites	146±0
14775	Nome of Arsinoites	154±0
14697	Nome of Arsinoites	42±0
14870	Nome of Arsinoites	175±0
14695	Nome of Arsinoites	144±0
14653	Nome of Arsinoites	116±0
14686	Nome of Arsinoites	80±2
14972	Nome of Arsinoites	617±0
14725	Nome of Arsinoites	139±0
14759	Nome of Arsinoites	154±6
14659	Nome of Arsinoites	155±0
80129	Nome of Arsinoites	122±0
2485	Nome of Arsinoites	-213±0
2614	Nome of Arsinoites	-222±0
2915	Nome of Arsinoites	-263±0
2611	Nome of Arsinoites	-256±0
2494	Nome of Arsinoites	-229±0
2538	Nome of Arsinoites	-213±12
2506	Nome of Arsinoites	-39±0
2541	Nome of Arsinoites	-225±4
2397	Nome of Arsinoites	-250±24
2940	Nome of Arsinoites	-184±0
2598	Nome of Arsinoites	-150±24
2898	Nome of Arsinoites	-255±0
2619	Nome of Arsinoites	-240±0
2524	Nome of Arsinoites	-129±0
2525	Nome of Arsinoites	-150±49
2395	Nome of Arsinoites	-250±24
2901	Nome of Arsinoites	-225±0
2898	Nome of Arsinoites	-269±0
2903	Nome of Arsinoites	-209±0
2519	Nome of Arsinoites	-142±0
2493	Nome of Arsinoites	-248±0
2919	Nome of Arsinoites	-236±0
2487	Nome of Arsinoites	-213±0
2521	Nome of Arsinoites	-142±0
2292	Nome of Arsinoites	-257±0
2483	Nome of Arsinoites	-214±0
2918	Nome of Arsinoites	-258±0
2306	Nome of Arsinoites	-250±0
2484	Nome of Arsinoites	-213±0
2428	Nome of Arsinoites	-236±0
2902	Nome of Arsinoites	-241±0
2520	Nome of Arsinoites	-142±1
2522	Nome of Arsinoites	-141±0
2282	Nome of Arsinoites	-108±0
2536	Nome of Arsinoites	-200±199
2523	Nome of Arsinoites	-142±0
2798	Nome of Arsinoites	-223±0
2554	Nome of Arsinoites	-187±0
2898	Nome of Arsinoites	-230±0
2897	Nome of Arsinoites	-249±0
2905	Nome of Arsinoites	-255±0
2370	Nome of Arsinoites	-233±0
2774	Nome of Arsinoites	-145±0
2620	Nome of Arsinoites	-237±0
998580	Nome of Arsinoites	200±99
48166	Nome of Arsinoites	750±49
48159	Nome of Arsinoites	148±0
48164	Nome of Arsinoites	750±49
48142	Nome of Arsinoites	-100±99
15015	Nome of Arsinoites	215±0
15159	Nome of Arsinoites	25±0
15719	Nome of Arsinoites	226±0
15007	Nome of Arsinoites	410±0
15002	Nome of Arsinoites	660±0
15161	Nome of Arsinoites	30±0
15001	Nome of Arsinoites	652±0
15120	Nome of Arsinoites	204±0
15176	Nome of Arsinoites	250±49
15008	Nome of Arsinoites	487±0
15006	Nome of Arsinoites	168±0
15004	Nome of Arsinoites	761±0
15017	Nome of Arsinoites	111+
15157	Nome of Arsinoites	18±0
15171	Nome of Arsinoites	37±0
15103	Nome of Arsinoites	158±0
15160	Nome of Arsinoites	29±0
15182	Nome of Arsinoites	150±49
15179	Nome of Arsinoites	550±49
15025	Nome of Arsinoites	199±0
15027	Nome of Arsinoites	261±0
15166	Nome of Arsinoites	18±0
15022	Nome of Arsinoites	168±0
15011	Nome of Arsinoites	188±0
15014	Nome of Arsinoites	93±0
15023	Nome of Arsinoites	238±0
15026	Nome of Arsinoites	158+
15185	Nome of Arsinoites	200±99
15180	Nome of Arsinoites	150±49
15170	Nome of Arsinoites	50±49
15181	Nome of Arsinoites	500±199
15479	Nome of Arsinoites	208±0
15172	Nome of Arsinoites	50±49
15010	Nome of Arsinoites	518±0
15009	Nome of Arsinoites	254±0
15025	Nome of Arsinoites	199±0
15112	Nome of Arsinoites	124±0
989499	Nome of Arsinoites	563±62
115590	Nome of Arsinoites	350±24
70216	Nome of Arsinoites	605±0
70215	Nome of Arsinoites	607±3
70206	Nome of Arsinoites	550±49
70209	Nome of Arsinoites	575±0
70202	Nome of Arsinoites	725±24
70134	Nome of Arsinoites	92±0
70203	Nome of Arsinoites	750±49
38898	Nome of Arsinoites	700±99
38951	Nome of Arsinoites	700±99
38954	Nome of Arsinoites	650±49
38909	Nome of Arsinoites	700±99
38050	Nome of Arsinoites	600±99
38978	Nome of Arsinoites	650±49
38899	Nome of Arsinoites	700±99
38061	Nome of Arsinoites	550±49
38354	Nome of Arsinoites	550±49
38022	Nome of Arsinoites	550±49
38059	Nome of Arsinoites	550±49
38900	Nome of Arsinoites	700±99
38986	Nome of Arsinoites	700±99
38046	Nome of Arsinoites	600±99
38218	Nome of Arsinoites	600±99
38982	Nome of Arsinoites	700±99
38052	Nome of Arsinoites	600±99
38060	Nome of Arsinoites	700±99
38056	Nome of Arsinoites	550±49
38977	Nome of Arsinoites	700±99
38972	Nome of Arsinoites	650±49
38901	Nome of Arsinoites	700±99
38385	Nome of Arsinoites	600±99
38366	Nome of Arsinoites	600±99
38979	Nome of Arsinoites	700±99
38809	Nome of Arsinoites	650±49
38983	Nome of Arsinoites	700±99
38886	Nome of Arsinoites	700±24
38047	Nome of Arsinoites	550±49
38670	Nome of Arsinoites	650±49
38349	Nome of Arsinoites	550±49
38053	Nome of Arsinoites	550±49
38950	Nome of Arsinoites	700±99
38739	Nome of Arsinoites	700±99
38878	Nome of Arsinoites	650±49
38923	Nome of Arsinoites	650±49
38367	Nome of Arsinoites	600±99
38039	Nome of Arsinoites	606±0
38372	Nome of Arsinoites	600±99
38352	Nome of Arsinoites	600±99
38976	Nome of Arsinoites	650±49
38947	Nome of Arsinoites	700±99
38959	Nome of Arsinoites	700±99
38383	Nome of Arsinoites	550±49
38905	Nome of Arsinoites	700±99
38945	Nome of Arsinoites	700±99
38894	Nome of Arsinoites	750±49
38911	Nome of Arsinoites	700±99
38692	Nome of Arsinoites	650±49
38057	Nome of Arsinoites	550±49
38021	Nome of Arsinoites	550±49
38930	Nome of Arsinoites	700±99
38723	Nome of Arsinoites	650±49
38049	Nome of Arsinoites	550±49
38011	Nome of Arsinoites	550±49
38797	Nome of Arsinoites	650±49
38948	Nome of Arsinoites	700±99
38904	Nome of Arsinoites	700±99
38953	Nome of Arsinoites	700±99
38396	Nome of Arsinoites	550±49
38125	Nome of Arsinoites	550±49
38884	Nome of Arsinoites	650±49
38946	Nome of Arsinoites	650±49
38141	Nome of Arsinoites	700±99
38051	Nome of Arsinoites	600±99
38142	Nome of Arsinoites	550±49
38918	Nome of Arsinoites	700±99
38956	Nome of Arsinoites	700±99
38927	Nome of Arsinoites	700±99
38949	Nome of Arsinoites	700±99
38906	Nome of Arsinoites	700±99
38892	Nome of Arsinoites	650±49
38749	Nome of Arsinoites	650±49
38791	Nome of Arsinoites	650±49
38883	Nome of Arsinoites	650±49
38076	Nome of Arsinoites	550±49
38964	Nome of Arsinoites	650±49
38913	Nome of Arsinoites	700±99
38975	Nome of Arsinoites	650±49
38908	Nome of Arsinoites	650±49
38828	Nome of Arsinoites	650±49
38379	Nome of Arsinoites	600±99
38043	Nome of Arsinoites	603±0
38981	Nome of Arsinoites	700±99
38360	Nome of Arsinoites	600±99
38630	Nome of Arsinoites	700±24
38361	Nome of Arsinoites	600±99
38370	Nome of Arsinoites	675±24
38609	Nome of Arsinoites	650±49
38223	Nome of Arsinoites	600±99
38054	Nome of Arsinoites	550±49
38690	Nome of Arsinoites	750±49
38969	Nome of Arsinoites	650±49
38230	Nome of Arsinoites	600±99
38069	Nome of Arsinoites	550±49
38401	Nome of Arsinoites	600±99
38952	Nome of Arsinoites	700±99
38368	Nome of Arsinoites	550±49
38374	Nome of Arsinoites	600±99
38548	Nome of Arsinoites	550±49
38771	Nome of Arsinoites	700±99
38153	Nome of Arsinoites	550±49
38955	Nome of Arsinoites	650±49
38897	Nome of Arsinoites	760±0
38131	Nome of Arsinoites	550±49
38881	Nome of Arsinoites	650±49
38382	Nome of Arsinoites	600±99
38970	Nome of Arsinoites	650±49
38363	Nome of Arsinoites	550±49
38044	Nome of Arsinoites	600±24
38347	Nome of Arsinoites	600±99
38055	Nome of Arsinoites	550±49
38375	Nome of Arsinoites	638±62
38119	Nome of Arsinoites	550±49
38926	Nome of Arsinoites	700±99
38371	Nome of Arsinoites	688±112
38377	Nome of Arsinoites	638±62
38801	Nome of Arsinoites	700±99
38345	Nome of Arsinoites	600±99
38933	Nome of Arsinoites	750±49
38958	Nome of Arsinoites	650±49
38980	Nome of Arsinoites	700±99
38667	Nome of Arsinoites	650±49
38789	Nome of Arsinoites	650±49
38961	Nome of Arsinoites	700±99
38816	Nome of Arsinoites	700±99
38699	Nome of Arsinoites	650±49
38963	Nome of Arsinoites	700±99
38802	Nome of Arsinoites	650±49
38115	Nome of Arsinoites	550±49
38932	Nome of Arsinoites	650±49
38896	Nome of Arsinoites	700±99
38968	Nome of Arsinoites	650±49
38038	Nome of Arsinoites	605±0
38763	Nome of Arsinoites	650±24
38709	Nome of Arsinoites	750±49
38971	Nome of Arsinoites	700±99
38422	Nome of Arsinoites	663±37
38880	Nome of Arsinoites	650±49
38941	Nome of Arsinoites	700±99
38608	Nome of Arsinoites	650±49
38545	Nome of Arsinoites	600±99
38817	Nome of Arsinoites	700±99
38765	Nome of Arsinoites	613±12
38010	Nome of Arsinoites	550±49
38882	Nome of Arsinoites	650±49
38924	Nome of Arsinoites	700±99
38042	Nome of Arsinoites	606±0
38080	Nome of Arsinoites	600±99
38987	Nome of Arsinoites	650±49
38842	Nome of Arsinoites	650±49
38443	Nome of Arsinoites	600±24
38013	Nome of Arsinoites	550±49
38365	Nome of Arsinoites	600±99
38962	Nome of Arsinoites	700±99
38804	Nome of Arsinoites	700±99
38889	Nome of Arsinoites	650±49
38942	Nome of Arsinoites	700±99
38887	Nome of Arsinoites	650±49
38960	Nome of Arsinoites	650±49
38215	Nome of Arsinoites	550±49
38155	Nome of Arsinoites	600±99
38355	Nome of Arsinoites	638±62
38912	Nome of Arsinoites	700±99
38376	Nome of Arsinoites	600±99
38040	Nome of Arsinoites	602±0
38902	Nome of Arsinoites	700±99
38914	Nome of Arsinoites	750±49
38324	Nome of Arsinoites	550±49
38381	Nome of Arsinoites	550±49
38362	Nome of Arsinoites	675±24
38807	Nome of Arsinoites	750±49
38357	Nome of Arsinoites	600±99
38058	Nome of Arsinoites	550±49
38146	Nome of Arsinoites	600±99
38921	Nome of Arsinoites	700±99
38973	Nome of Arsinoites	650±49
38928	Nome of Arsinoites	650±49
38821	Nome of Arsinoites	700±99
38359	Nome of Arsinoites	638±62
38974	Nome of Arsinoites	700±99
38615	Nome of Arsinoites	650±49
38700	Nome of Arsinoites	650±49
38917	Nome of Arsinoites	650±49
38037	Nome of Arsinoites	600±24
38698	Nome of Arsinoites	650±49
38041	Nome of Arsinoites	599±0
38062	Nome of Arsinoites	600±99
38748	Nome of Arsinoites	650±49
38940	Nome of Arsinoites	700±99
38369	Nome of Arsinoites	600±99
38944	Nome of Arsinoites	700±99
38110	Nome of Arsinoites	550±49
38937	Nome of Arsinoites	700±99
38423	Nome of Arsinoites	686±0
38966	Nome of Arsinoites	650±49
38919	Nome of Arsinoites	650±49
38358	Nome of Arsinoites	550±49
38415	Nome of Arsinoites	600±99
38364	Nome of Arsinoites	638±62
38023	Nome of Arsinoites	550±49
38045	Nome of Arsinoites	550±49
38770	Nome of Arsinoites	613±12
38938	Nome of Arsinoites	780±0
38929	Nome of Arsinoites	700±99
38629	Nome of Arsinoites	700±24
38776	Nome of Arsinoites	700±99
38693	Nome of Arsinoites	650±49
38144	Nome of Arsinoites	550±49
38967	Nome of Arsinoites	750±49
38346	Nome of Arsinoites	550±49
38378	Nome of Arsinoites	600±99
38965	Nome of Arsinoites	613±12
38048	Nome of Arsinoites	550±49
38957	Nome of Arsinoites	750±49
32563	Nome of Arsinoites	438±62
32263	Nome of Arsinoites	300±99
32262	Nome of Arsinoites	250±49
32260	Nome of Arsinoites	250±49
32261	Nome of Arsinoites	250±49
32120	Nome of Arsinoites	300±99
32259	Nome of Arsinoites	300±99
32677	Nome of Arsinoites	350±49
32264	Nome of Arsinoites	300±99
32638	Nome of Arsinoites	350±49
32166	Nome of Arsinoites	300±99
32132	Nome of Arsinoites	250±49
32537	Nome of Arsinoites	350±49
32165	Nome of Arsinoites	250±49
32704	Nome of Arsinoites	313±12
32883	Nome of Arsinoites	750±49
32156	Nome of Arsinoites	288±12
32582	Nome of Arsinoites	350±49
32807	Nome of Arsinoites	350±49
32616	Nome of Arsinoites	400±99
28953	Nome of Arsinoites	200±99
28246	Nome of Arsinoites	200±99
28239	Nome of Arsinoites	188±12
28153	Nome of Arsinoites	150±49
28063	Nome of Arsinoites	200±99
28168	Nome of Arsinoites	150±49
28085	Nome of Arsinoites	150±49
28132	Nome of Arsinoites	200±99
28174	Nome of Arsinoites	150±49
28176	Nome of Arsinoites	150±49
28150	Nome of Arsinoites	150±49
28169	Nome of Arsinoites	150±49
28226	Nome of Arsinoites	200±99
28140	Nome of Arsinoites	150±49
28255	Nome of Arsinoites	200±99
28170	Nome of Arsinoites	150±49
28209	Nome of Arsinoites	228±0
28190	Nome of Arsinoites	150±49
28188	Nome of Arsinoites	150±49
28234	Nome of Arsinoites	200±99
28191	Nome of Arsinoites	150±49
28149	Nome of Arsinoites	150±49
28217	Nome of Arsinoites	200±99
28309	Nome of Arsinoites	150±49
28163	Nome of Arsinoites	150±49
28105	Nome of Arsinoites	200±99
28959	Nome of Arsinoites	150±49
28249	Nome of Arsinoites	200±99
28765	Nome of Arsinoites	113±12
28233	Nome of Arsinoites	200±24
28197	Nome of Arsinoites	150±49
28151	Nome of Arsinoites	150±49
28171	Nome of Arsinoites	150±49
28193	Nome of Arsinoites	200±99
28155	Nome of Arsinoites	150±49
28160	Nome of Arsinoites	150±49
28164	Nome of Arsinoites	150±49
28809	Nome of Arsinoites	200±24
28791	Nome of Arsinoites	188±12
28203	Nome of Arsinoites	150±49
28253	Nome of Arsinoites	200±99
28700	Nome of Arsinoites	150±49
28177	Nome of Arsinoites	150±49
28098	Nome of Arsinoites	238±62
28099	Nome of Arsinoites	150±49
28079	Nome of Arsinoites	150±49
28196	Nome of Arsinoites	150±49
28108	Nome of Arsinoites	200±99
28178	Nome of Arsinoites	150±49
28192	Nome of Arsinoites	238±62
28165	Nome of Arsinoites	150±49
28229	Nome of Arsinoites	200±99
28080	Nome of Arsinoites	150±49
28762	Nome of Arsinoites	200±99
28786	Nome of Arsinoites	150±49
28157	Nome of Arsinoites	150±49
28737	Nome of Arsinoites	125±24
28251	Nome of Arsinoites	200±99
28216	Nome of Arsinoites	200±99
28256	Nome of Arsinoites	200±99
28082	Nome of Arsinoites	150±49
28889	Nome of Arsinoites	125±24
28745	Nome of Arsinoites	200±24
28242	Nome of Arsinoites	150±49
28161	Nome of Arsinoites	150±49
28954	Nome of Arsinoites	200±99
28306	Nome of Arsinoites	150±49
28183	Nome of Arsinoites	150±49
28252	Nome of Arsinoites	200±99
28895	Nome of Arsinoites	150±49
28761	Nome of Arsinoites	113±12
28951	Nome of Arsinoites	200±99
28793	Nome of Arsinoites	125±24
28567	Nome of Arsinoites	125±24
28743	Nome of Arsinoites	175±24
28205	Nome of Arsinoites	150±49
28086	Nome of Arsinoites	150±49
28235	Nome of Arsinoites	188±12
28172	Nome of Arsinoites	150±49
28350	Nome of Arsinoites	150±49
28699	Nome of Arsinoites	150±49
28888	Nome of Arsinoites	113±12
28215	Nome of Arsinoites	200±99
28200	Nome of Arsinoites	200±99
28947	Nome of Arsinoites	150±49
28917	Nome of Arsinoites	150±49
28088	Nome of Arsinoites	150±49
28076	Nome of Arsinoites	150±49
28094	Nome of Arsinoites	142±2
28238	Nome of Arsinoites	200±99
28886	Nome of Arsinoites	150±49
28577	Nome of Arsinoites	150±49
28772	Nome of Arsinoites	200±24
28175	Nome of Arsinoites	150±49
28004	Nome of Arsinoites	150±49
28214	Nome of Arsinoites	200±99
28107	Nome of Arsinoites	150±49
28212	Nome of Arsinoites	200±99
28184	Nome of Arsinoites	150±49
28280	Nome of Arsinoites	150±49
28146	Nome of Arsinoites	150±49
28152	Nome of Arsinoites	150±49
28130	Nome of Arsinoites	200±99
28062	Nome of Arsinoites	200±99
28695	Nome of Arsinoites	200±24
28187	Nome of Arsinoites	160±0
28241	Nome of Arsinoites	200±99
28228	Nome of Arsinoites	200±99
28154	Nome of Arsinoites	150±49
28210	Nome of Arsinoites	150±24
28978	Nome of Arsinoites	200±99
28092	Nome of Arsinoites	150±49
28075	Nome of Arsinoites	150±49
28782	Nome of Arsinoites	150±49
28093	Nome of Arsinoites	105+
28232	Nome of Arsinoites	150±49
28275	Nome of Arsinoites	200±99
28792	Nome of Arsinoites	150±49
28194	Nome of Arsinoites	200±99
28102	Nome of Arsinoites	150±49
28317	Nome of Arsinoites	150±49
28185	Nome of Arsinoites	200±99
28159	Nome of Arsinoites	150±49
28894	Nome of Arsinoites	113±12
28189	Nome of Arsinoites	150±49
28218	Nome of Arsinoites	175±24
28097	Nome of Arsinoites	150±49
28133	Nome of Arsinoites	200±99
28277	Nome of Arsinoites	150±49
28250	Nome of Arsinoites	145±15
28179	Nome of Arsinoites	150±49
28248	Nome of Arsinoites	200±99
28335	Nome of Arsinoites	150±49
28206	Nome of Arsinoites	150±49
28247	Nome of Arsinoites	200±99
28158	Nome of Arsinoites	150±49
28074	Nome of Arsinoites	150±49
28106	Nome of Arsinoites	150±49
28186	Nome of Arsinoites	200±99
28162	Nome of Arsinoites	150±49
28213	Nome of Arsinoites	200±99
28938	Nome of Arsinoites	188±12
28064	Nome of Arsinoites	150±49
28167	Nome of Arsinoites	150±49
28733	Nome of Arsinoites	188±12
28109	Nome of Arsinoites	150±49
28952	Nome of Arsinoites	200±99
28219	Nome of Arsinoites	150±49
28061	Nome of Arsinoites	273±28
28198	Nome of Arsinoites	150±49
28156	Nome of Arsinoites	150±49
25193	Nome of Arsinoites	50±49
25199	Nome of Arsinoites	50±49
25524	Nome of Arsinoites	200±199
25201	Nome of Arsinoites	50±49
25655	Nome of Arsinoites	80±5
25534	Nome of Arsinoites	200±199
25184	Nome of Arsinoites	50±49
25592	Nome of Arsinoites	200±199
25905	Nome of Arsinoites	88±12
25180	Nome of Arsinoites	50±49
25177	Nome of Arsinoites	50±49
25526	Nome of Arsinoites	200±199
25636	Nome of Arsinoites	50±49
25921	Nome of Arsinoites	88±12
25192	Nome of Arsinoites	50±49
25487	Nome of Arsinoites	100±99
25626	Nome of Arsinoites	88±12
25500	Nome of Arsinoites	200±199
25198	Nome of Arsinoites	50±49
25186	Nome of Arsinoites	13±12
25212	Nome of Arsinoites	100±99
25183	Nome of Arsinoites	50±49
25647	Nome of Arsinoites	50±49
25174	Nome of Arsinoites	13±12
25159	Nome of Arsinoites	15±0
25394	Nome of Arsinoites	150±149
25179	Nome of Arsinoites	50±49
25627	Nome of Arsinoites	100±99
25200	Nome of Arsinoites	50±49
25178	Nome of Arsinoites	50±49
25638	Nome of Arsinoites	50±49
25203	Nome of Arsinoites	13±12
25339	Nome of Arsinoites	100±99
25652	Nome of Arsinoites	500±199
25025	Nome of Arsinoites	138±62
25175	Nome of Arsinoites	50±49
25316	Nome of Arsinoites	50±49
25191	Nome of Arsinoites	50±49
25185	Nome of Arsinoites	50±49
25437	Nome of Arsinoites	50±49
25215	Nome of Arsinoites	50±49
25188	Nome of Arsinoites	50±49
25510	Nome of Arsinoites	200±199
25181	Nome of Arsinoites	50±49
25648	Nome of Arsinoites	80±5
25190	Nome of Arsinoites	50±49
25176	Nome of Arsinoites	50±49
25891	Nome of Arsinoites	25±24
25917	Nome of Arsinoites	100±99
25182	Nome of Arsinoites	50±49
25214	Nome of Arsinoites	50±49
25593	Nome of Arsinoites	200±199
25475	Nome of Arsinoites	138±62
25447	Nome of Arsinoites	100±99
25189	Nome of Arsinoites	50±49
25171	Nome of Arsinoites	13±12
25205	Nome of Arsinoites	50±49
25194	Nome of Arsinoites	50±49
25516	Nome of Arsinoites	200±199
25173	Nome of Arsinoites	13±12
25640	Nome of Arsinoites	51±2
25321	Nome of Arsinoites	88±12
25874	Nome of Arsinoites	163±37
25426	Nome of Arsinoites	88±12
25966	Nome of Arsinoites	105±0
25649	Nome of Arsinoites	50±49
25875	Nome of Arsinoites	90+
25520	Nome of Arsinoites	225±24
25123	Nome of Arsinoites	50±24
25195	Nome of Arsinoites	50±49
25197	Nome of Arsinoites	50±49
25474	Nome of Arsinoites	100±24
25187	Nome of Arsinoites	50±49
25536	Nome of Arsinoites	200±199
25650	Nome of Arsinoites	50±49
25656	Nome of Arsinoites	80±5
25469	Nome of Arsinoites	88±12
25953	Nome of Arsinoites	100±99
25202	Nome of Arsinoites	50±49
25329	Nome of Arsinoites	100±99
133398	Nome of Arsinoites	600±99
